,mol,density,BCUT_SMR_3,diameter,ASA_P,MNDO_E,PM3_E,AM1_Eele,ASA,dipoleX,pmiX,PM3_dipole,vsurf_EDmin1,vsurf_EDmin3,FASA+,FASA-,FASA_H,MNDO_dipole,MNDO_Eele,npr2,vsurf_A,vsurf_CP,vsurf_CW2,vsurf_W6,vsurf_Wp1,vsurf_Wp4,Q_VSA_FPOL,reactive,SMR_VSA1,SlogP_VSA4,SlogP_VSA6,SlogP_VSA8,h_emd,h_pavgQ,h_pstates,apol,Kier2,mutagenic,PEOE_VSA+5,PEOE_VSA-1,PEOE_VSA-6,vdw_area,GCUT_PEOE_0,GCUT_SLOGP_0,GCUT_SLOGP_2,logP(o/w)
231,OCC[C@@H]([N+]=C1NC(N)=[N+]c2c1c(C)ccc2)CCC,0.69774508,2.8687673,9,177.48674,-78236.805,-70892.344,-591086.81,496.89685,1.3631094,943.75195,13.73604,-2.5625198,-2.5430641,0.77563328,0.22436675,0.64280969,13.475817,-578720.5,0.83603525,3.4809656,0.18897875,2.0455184,15.125,936.25,90.625,0.41036129,0,25.385227,6.37115,0.0,56.605217,29.5816,0.72619128,3.2245519,47.605034,7.8520408,0,11.190562,51.958797,7.7675405,301.47556,-0.79825842,-2.2039456,0.10449198,3.556
232,OCC[C@@H]([N+]=C1NC(N)=[N+]c2c1c(C)ccc2)CCCC,0.69051814,2.8860269,10,163.20502,-81850.672,-74349.992,-620819.0,552.23981,-0.30715859,459.25967,10.662107,-2.7001209,-2.6330914,0.76070184,0.23929818,0.70446712,12.54255,-607919.56,0.77576298,3.0592566,0.23935568,1.802708,11.0,995.25,69.875,0.38817361,0,25.385227,6.37115,0.0,75.473625,29.641361,0.72601116,3.2254913,50.69862,8.5850182,0,11.190562,51.958797,7.7675405,318.70764,-0.79913813,-2.2039626,0.10448389,3.9979999
233,OCC[C@@H]([N+]=C1NC(N)=[N+]c2c1cc(C)cc2)CCC,0.69774508,2.8683252,9,154.21056,-78251.602,-70910.422,-571735.25,534.71564,0.44146952,1953.6215,7.8733745,-2.6527758,-2.6457965,0.74941534,0.25058469,0.71160269,9.3593483,-564370.94,0.78762931,4.916461,0.25854674,1.7482904,9.625,949.0,70.5,0.41036129,0,25.385227,6.37115,0.0,56.605217,29.605211,0.71611875,3.2233393,47.605034,7.8520408,0,11.190562,39.703896,7.7675405,301.47556,-0.79826224,-2.2039466,0.096545644,3.595
234,OCC[C@@H]([N+]=C1NC(N)=[N+]c2c1cc(C)cc2)CCCC,0.68654639,2.8857136,10,188.4198,-81850.719,-74345.719,-607166.38,566.04993,-0.71132982,1266.0194,10.250297,-2.7335691,-2.7077861,0.73015118,0.26984882,0.6671322,11.881457,-594499.75,0.9218989,4.5210853,0.19292673,1.8516502,15.0,1000.375,76.5,0.38817361,0,25.385227,6.37115,0.0,75.473625,29.66497,0.71593809,3.224323,50.69862,8.5850182,0,11.190562,39.703896,7.7675405,318.70764,-0.79913938,-2.2039635,0.096543722,4.0370002
235,OCC[C@@H]([N+]=C1NC(N)=[N+]c2c1ccc(C)c2)CCC,0.69774508,2.868268,10,192.54724,-78244.875,-70899.422,-567402.63,536.82654,-1.2059963,893.78253,14.915294,-2.7727089,-2.7183025,0.76480359,0.23519638,0.64132321,14.333426,-558901.38,0.75534356,3.6525331,0.19575964,1.8425909,15.625,997.5,89.25,0.41036129,0,25.385227,6.37115,0.0,56.605217,29.592215,0.71926832,3.2151587,47.605034,7.8520408,0,11.190562,39.703896,7.7675405,301.47556,-0.79825854,-2.2039368,0.098018304,3.595
236,OCC[C@@H]([N+]=C1NC(N)=[N+]c2c1ccc(C)c2)CCCC,0.69051814,2.8856733,11,152.68964,-81860.898,-74359.648,-607724.5,567.56543,0.67132771,2019.7954,11.491041,-2.6831286,-2.6576648,0.76315314,0.23684686,0.73097438,11.56146,-599802.63,0.69776511,4.9428988,0.25643522,1.6536828,9.25,992.5,65.75,0.38817361,0,25.385227,6.37115,0.0,75.473625,29.651991,0.71908462,3.2160821,50.69862,8.5850182,0,11.190562,39.703896,7.7675405,318.70764,-0.79913795,-2.2039537,0.098015994,4.0370002
237,OCC[C@@H](Nc1nc(N)[n+]c2c1cccc2)CC(C)C,0.77822626,2.9251549,9,195.86327,-78158.086,-70780.969,-558399.69,528.41998,-2.9460788,2036.205,7.4896069,-2.8182731,-2.7571619,0.70403624,0.28711838,0.62934166,8.3154993,-552690.88,0.81172317,4.2755103,0.15909354,1.9289858,14.625,935.125,70.25,0.46456254,0,42.170757,4.4107962,0.0,37.736813,18.940273,0.71310854,3.2254021,46.93824,7.8520408,1,0.0,67.687737,7.7675405,299.74728,-0.80087,-1.4217695,0.13926034,2.8280001
238,OCC[C@@H](Nc1nc(N)nc2c1cccc2)CCC,0.78610611,2.8938847,9,184.89827,-74370.906,-67119.383,-499441.88,513.00769,0.35280001,2258.7832,3.3775992,-2.6638575,-2.6190987,0.68343067,0.30546939,0.63957989,3.4916692,-494486.22,0.85065031,4.620985,0.11735994,2.0317445,21.625,892.625,54.5,0.42275652,0,58.956287,0.0,0.0,56.605217,9.9706802,0.71352506,3.2234499,43.17786,7.6952662,1,0.0,51.958797,7.7675405,278.0968,-0.81088698,-1.335187,0.13296057,1.975
239,OCC[C@@H]([N+]=C1NC(N)=[N+]c2c1cccc2)CCC,0.69671935,2.8681395,9,151.32036,-74635.648,-67451.602,-533452.06,496.50363,0.84615004,1147.3147,7.398838,-2.9307237,-2.7531033,0.75202864,0.24797137,0.6952281,8.0715122,-523821.44,0.81947589,4.5154877,0.2782664,1.7838203,7.0,895.375,66.625,0.4352392,0,25.385227,3.185575,0.0,56.605217,29.506958,0.71352506,3.2234499,44.511448,7.6952662,0,11.190562,51.958797,7.7675405,284.24347,-0.7982583,-2.2039363,0.12690438,3.26
240,OCC[C@@H](Nc1nc(N)nc2c1cccc2)CCCC,0.77822626,2.908026,10,182.93515,-77978.563,-70567.883,-538157.88,547.29633,0.349379,2868.4299,3.4155879,-2.7142837,-2.5969756,0.69628006,0.29283533,0.66574752,3.5201471,-532842.13,0.87817466,4.7651978,0.12144642,1.934633,22.5,934.625,51.75,0.3980892,0,58.956287,0.0,0.0,75.473625,10.033015,0.71334577,3.2244153,46.271446,8.4444447,1,0.0,60.66011,7.7675405,295.32889,-0.81083161,-1.3351886,0.1329518,2.4170001
241,OCC[C@@H]([N+]=C1NC(N)=[N+]c2c1cccc2)CCCC,0.69774508,2.8855882,10,187.24171,-78246.766,-70901.406,-570702.94,541.59802,-0.13100241,1710.3625,11.259287,-2.5726352,-2.5206435,0.72825342,0.27174658,0.65427917,12.631815,-559923.44,0.95578361,3.9378698,0.15530778,1.9464576,13.5,983.375,81.25,0.41036129,0,25.385227,3.185575,0.0,75.473625,29.566717,0.71334577,3.2244155,47.605034,8.4444447,0,11.190562,51.958797,7.7675405,301.47556,-0.79913759,-2.203953,0.12689567,3.7019999
242,OC[C@@H]([N+]=C1NC(N)=[N+]c2c1cccc2)CC,0.72604787,2.802376,8,175.45946,-67425.531,-60556.785,-436676.78,462.67722,0.13460155,461.47775,6.7999849,-2.6128349,-2.5883856,0.73584825,0.26415175,0.62077349,7.342782,-433902.22,0.74975181,4.3954253,0.19762233,1.9651943,15.375,876.625,69.625,0.49529284,0,25.385227,3.185575,0.0,18.868406,29.425213,0.68945521,3.4811153,38.324272,6.25,0,11.190562,43.257484,7.7675405,249.7793,-0.78284872,-2.2039461,0.12997426,2.3759999
243,OC[C@@H](N=C1N=C(N)Nc2c1cccc2)CC(C)C,0.78610611,2.8796654,9,173.27472,-74360.703,-67110.492,-501162.97,512.23798,-1.2331851,2209.9783,3.9724011,-2.688241,-2.6790235,0.69703555,0.30296448,0.66173005,3.5648651,-501076.5,0.87889063,3.6387703,0.13792504,1.929867,25.25,884.375,52.375,0.4525786,0,58.956287,7.5963712,0.0,18.868406,10.716155,0.68851525,3.4875298,43.17786,7.1358023,0,0.0,62.005161,14.555551,279.44186,-0.83181745,-1.3706871,0.12231765,2.2219999
244,OC[C@@H]([N+]=C1NC(N)=[N+]c2c1cccc2)CCC,0.79500341,2.8380337,9,174.15958,-71033.922,-64005.656,-474885.28,492.76709,-0.28057,1889.3776,9.3582306,-2.5720139,-2.5566688,0.74270147,0.25729856,0.64656818,9.9180937,-471232.63,0.76769006,4.6066833,0.19743623,1.8838779,15.875,917.5,72.75,0.46332818,0,25.385227,3.185575,0.0,37.736813,29.463455,0.68895853,3.4846015,41.417858,6.9632001,0,11.190562,51.958797,7.7675405,267.01138,-0.78483373,-2.2039645,0.12980904,2.8180001
245,OC[C@@H]([N+]=C1NC(N)=[N+]c2c1cccc2)CCCC,0.78610611,2.8623157,10,174.48764,-74641.828,-67454.25,-512828.53,519.58301,-0.52930105,2617.2842,12.293958,-2.6177199,-2.5710628,0.75110227,0.24889775,0.66417754,12.930412,-508297.34,0.81431872,4.7380795,0.19867948,1.8443258,15.25,964.5,70.625,0.4352392,0,25.385227,3.185575,0.0,56.605217,29.522215,0.68876678,3.4859109,44.511448,7.6952662,0,11.190562,51.958797,7.7675405,284.24347,-0.79283756,-2.2039816,0.12979367,3.26
246,OC[C@@H]([N+]=C1NC(N)=[N+]c2c1cccc2)[C@H](CC)C,0.78610611,2.8973529,9,184.37549,-74634.422,-67453.656,-523684.31,509.83493,-0.26631802,2131.5327,10.786352,-2.578284,-2.5532947,0.72172904,0.27827096,0.63836241,11.426095,-518885.66,0.78324729,4.9214106,0.21497086,1.856083,15.5,930.875,69.125,0.49883509,0,25.385227,7.5963712,0.0,18.868406,29.479883,0.68787748,3.5116467,44.511448,7.1358023,0,11.190562,62.005161,7.7675405,285.5885,-0.78602064,-2.204123,0.11519779,3.1760001
247,OC[C@H]([N+]=C1NC(N)=[N+]c2c1cccc2)CCC,0.79500341,2.8380337,9,173.48984,-71033.602,-64005.375,-474907.59,493.22684,-0.025761513,1976.8535,9.2874575,-2.5760396,-2.5561464,0.73850191,0.26149809,0.64825547,10.068375,-471303.0,0.76770818,4.5938439,0.20189349,1.8851429,15.25,918.0,73.0,0.46332818,0,25.385227,3.185575,0.0,37.736813,29.463455,0.68895853,3.4846015,41.417858,6.9632001,0,11.190562,51.958797,7.7675405,267.01138,-0.78483373,-2.2039645,0.12980904,2.8180001
248,OC[C@H]([N+]=C1NC(N)=[N+]c2c1cccc2)CCCC,0.78610611,2.8623157,10,174.5959,-74641.875,-67454.289,-512779.88,525.51489,-0.49820283,2617.8984,12.275928,-2.5687156,-2.5507393,0.75104159,0.24895839,0.66776222,12.934762,-508392.84,0.81426769,4.7505918,0.2019489,1.8406156,15.625,962.875,72.5,0.4352392,0,25.385227,3.185575,0.0,56.605217,29.522215,0.68876678,3.4859109,44.511448,7.6952662,0,11.190562,51.958797,7.7675405,284.24347,-0.79283756,-2.2039816,0.12979367,3.26
249,OCc1cc2C(=[N+]CCCC)NC(N)=[N+]c2cc1,0.71527511,2.7759588,10,223.1145,-71032.141,-63996.836,-468919.09,501.12515,0.7592783,1034.087,14.657439,-2.6742988,-2.6490746,0.78369337,0.21630661,0.55477291,14.5798,-463327.75,0.61069763,2.6209631,0.15546682,1.9701169,18.25,960.5,87.5,0.55694836,0,25.385227,6.37115,0.0,37.736813,29.496174,0.6740787,3.2999439,41.417858,6.9632001,0,11.190562,39.703896,7.7675405,267.01138,-0.78914976,-2.2036915,0.096863091,2.9059999
250,OCc1cc2[N+]=C(N)NC(=[N+]CCCC)c2cc1,0.71527511,2.7757552,11,215.51038,-71034.867,-64000.676,-462751.41,501.23395,-1.5381076,666.94537,7.1519542,-2.6691563,-2.6579113,0.76801395,0.23198606,0.57004035,7.4784288,-458593.13,0.87107247,4.0710397,0.14470963,1.9531964,12.75,954.125,83.5,0.55694836,0,25.385227,6.37115,0.0,37.736813,29.486059,0.66666651,3.3124063,41.417858,6.9632001,0,11.190562,39.703896,7.7675405,267.01138,-0.78855485,-2.20368,0.098432802,2.9059999
251,S(=O)(=O)(C)N1CC=2C(=[N+]CCCC)NC(N)=[N+]C=2CC1,0.78837067,2.95593,10,215.28732,-86399.711,-77135.063,-604160.94,540.01416,1.8324014,1861.6647,19.486843,-2.6511641,-2.6501215,0.7429316,0.2570684,0.60133022,21.220266,-593497.25,0.80409575,1.2420945,0.18874837,1.966619,11.625,1002.875,74.125,0.57252377,1,1.5185606,0.0,0.0,56.605217,34.356113,0.45273182,2.7331905,46.460239,6.8400002,0,11.190562,27.44899,0.0,309.98849,-0.8007254,-2.2042871,0.054200001,0.755
252,S(=O)(=O)(C)N1Cc2nc(N)[n+]c(NCCCC)c2CC1,0.78837067,2.9450064,11,188.07535,-86325.156,-77020.602,-595831.38,535.35101,1.6025333,1143.6438,9.0566607,-2.9580815,-2.8170567,0.77673197,0.22326806,0.64868778,8.0991831,-594296.44,0.76307982,5.2086644,0.1966712,1.9650742,17.5,986.5,55.75,0.52481353,0,18.30409,5.9423227,0.0,37.736813,23.460884,0.39088294,2.5485189,45.793446,6.8400002,1,0.0,27.44899,0.0,306.91516,-0.79921615,-1.4176716,0.094583116,-0.086000003
253,S(CCCn1c(CCCC)nc2c(N)nc3c(c12)ccc(C(=O)OC)c3)C,0.73920548,2.826133,13,213.73605,-106729.44,-96711.656,-841633.06,674.72845,-1.1784869,1696.3118,4.3787341,-3.2779424,-3.0382986,0.70131761,0.2945005,0.68322659,4.2626791,-830776.06,0.85471177,5.4012408,0.15048754,1.823522,31.625,1111.5,30.25,0.32694072,0,35.47015,29.375711,0.0,56.605217,10.339017,0.29596666,2.0426404,61.440617,10.15625,1,14.708499,27.44899,2.503756,394.96896,-0.84630513,-1.3347559,0.10936696,4.4695301
254,S(CCn1c(CCCC)nc2c(N)nc3c(c12)ccc(C(=O)OC)c3)C,0.74729282,2.8088231,13,209.29343,-103122.25,-93264.617,-789399.19,652.04883,-0.41273099,849.10577,3.2745032,-3.1220236,-3.0527709,0.69356549,0.2991313,0.67902184,3.9215386,-780182.63,0.76786053,4.1591253,0.16414018,1.8296865,26.0,1071.75,30.375,0.34185553,0,35.47015,29.375711,0.0,37.736813,10.190414,0.29366434,2.0333455,58.347031,9.4674559,1,14.708499,27.44899,2.503756,377.73688,-0.84390604,-1.3347532,0.10936391,4.0275302
255,S(CCn1c(CCCC)nc2c(N)nc3c(c12)ccc(C(=O)OC)c3)CC,0.73920548,2.8201635,13,222.38544,-106730.2,-96714.719,-846843.81,654.59332,1.184357,2844.1682,4.5810132,-3.0689721,-3.0020378,0.7160176,0.27534604,0.66026932,3.4208357,-828311.31,0.72101724,5.7197585,0.15763246,1.847833,29.625,1090.75,31.375,0.37440693,0,35.47015,29.375711,0.0,37.736813,10.261349,0.2935634,2.0329545,61.440617,10.15625,1,14.708499,46.196667,2.503756,394.96896,-0.84399104,-1.3347551,0.10936084,4.5405302
